name,company,year,Price,kms_driven,fuel_type
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,"2,00,000","95,000 Kms",Diesel
Tata Indigo Cs Gls,Tata,2017,"2,70,000","50,000 Kms",Diesel
Ford Figo Petrol Titanium,Ford,2019,"5,25,000",00 Kms,Petrol
Honda City Zx Gxi,Honda,2006,"1,80,000","50,000 Kms",Petrol
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,"1,40,000","68,000 Kms",Petrol
Ford Ecosport Trend 1.5L Tdci,Ford,2014,"4,00,000","16,000 Kms",Petrol
Maruti Suzuki Swift Dzire Vdi,Maruti,2016,"4,99,000","51,000 Kms",Diesel
Maruti Suzuki Omni 8 Str Bs Iii,Maruti,2009,"85,000","56,000 Kms",Petrol
Maruti Suzuki Zen Lx Bsii,Maruti,2004,"70,000","1,00,000 Kms",Petrol
Renault Duster Rxl Petrol,Renault,2015,"5,50,000","36,000 Kms",Petrol
Maruti Suzuki Swift Vxi 1.2 Bs Iv,Maruti,2014,"3,70,000","11,523 Kms",Petrol
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,"6,90,000","1,000 Kms",Petrol
Honda Wr V S Mt Petrol,Honda,2009,"2,50,000","60,000 Kms",Petrol
Tata Indigo Cs Elx Bs Iv,Tata,2016,"1,10,000","85,000 Kms",Diesel
Renault Duster 110 Ps Rxl Diesel,Renault,2013,"4,90,000","38,600 Kms",Diesel
Mahindra Scorpio Lx Bs Iii,Mahindra,2009,"3,20,000","95,500 Kms",Diesel
Maruti Suzuki Zen Lxi Bs Iii,Maruti,2004,"68,000","56,000 Kms",Petrol
Maruti Suzuki Wagon R Lxi Bs Iii,Maruti,2014,"1,30,000","37,458 Kms",Petrol
Maruti Suzuki Sx4 Celebration Diesel,Maruti,2016,"9,70,000","85,960 Kms",Diesel
Audi A3 Cabriolet 40 Tfsi,Audi,2015,"31,00,000","12,516 Kms",Petrol
Hyundai Eon D Lite Plus,Hyundai,2018,"2,80,000","35,000 Kms",Petrol
Maruti Suzuki Zen Estilo Lxi Green Cng,Maruti,2009,"1,25,000",00 Kms,Petrol
Mahindra Scorpio Slx,Mahindra,2008,"2,85,000","80,000 Kms",Diesel
I Want To Sell My Commercial Car Due T,I,O...,"4,75,000","45,000 Kms",Petrol
Hyundai Santro Ae Gls Audio,Hyundai,2011,"1,65,000","45,000 Kms",Petrol
I Want Sale My Car.No Emi....Uber Atta,I,D...,"3,20,000","45,000 Kms",Petrol
Maruti Suzuki Swift Dzire Tour Vdi,Maruti,2009,"2,50,000","51,000 Kms",Diesel
Tata Zest 6 Month Old,Tata,Car,"3,70,000","45,000 Kms",Petrol
Mahindra Xylo D2 Bs Iv,Mahindra,2011,"3,90,000","48,000 Kms",Diesel
Hyundai Santro,Hyundai,2003,"60,000","51,000 Kms",Petrol
Chevrolet Beat Lt Diesel,Chevrolet,2015,"2,15,000","90,000 Kms",Diesel
Maruti Suzuki Swift Dzire Vdi,Maruti,2015,"4,75,000","43,000 Kms",Diesel
Mahindra Xuv500 W8,Mahindra,2015,"8,99,000","53,000 Kms",Diesel
Toyota Fortuner 3.0 4X4 Mt,Toyota,2013,"14,99,000","97,000 Kms",Diesel
Maruti Suzuki Alto K10 Vxi,Maruti,2013,"2,40,000","20,000 Kms",Petrol
Hyundai Getz Gle,Hyundai,2007,"99,000","55,000 Kms",Petrol
Maruti Suzuki Swift Dzire Tour Ldi,Maruti,2014,"2,60,000","1,20,000 Kms",Diesel
Hyundai Creta 1.6 Sx,Hyundai,2019,"12,00,000",0 Kms,Petrol
Hyundai Santro Xing Xl At Erlx Euro Iii,Hyundai,2007,"1,15,000","46,000 Kms",Petrol
Hyundai Santro Xing Xl Erlx Euro Iii,Hyundai,2009,"88,000","43,200 Kms",Petrol
Mahindra Xylo D2 Bs Iv,Mahindra,2011,"3,90,000","56,000 Kms",Diesel
Hyundai Santro Xing Xl Erlx Euro Iii,Hyundai,2007,"1,35,000","42,000 Kms",Petrol
Tata Indica V2 Dls Bs Iii,Tata,2009,"90,000","30,600 Kms",Diesel
Hyundai I10 Sportz 1.2,Hyundai,2011,"2,20,000","38,000 Kms",Petrol
Hyundai Grand I10 Magna 1.2 Kappa Vtvt,Hyundai,2017,"4,24,999","2,550 Kms",Petrol
Hyundai Santro Xing Xl At Erlx Euro Iii,Hyundai,2007,"1,35,000","47,000 Kms",Petrol
Honda City 1.5 E Mt,Honda,2005,"95,000","41,000 Kms",Petrol
Nissan Micra Xl,Nissan,2017,"4,30,000","62,500 Kms",Diesel
Honda City 1.5 S Inspire,Honda,2005,"1,15,000","68,000 Kms",Petrol
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"2,15,000","50,000 Kms",Petrol
Maruti Suzuki Wagon R Lx Bs Iii,Maruti,2004,"53,000","69,000 Kms",Petrol
Maruti Suzuki Ertiga Vdi,Maruti,2012,"5,00,000","48,000 Kms",Diesel
Tata Indica Ev2 Exeta Eglx,Tata,2012,"85,000","55,000 Kms",Diesel
Maruti Suzuki Omni E 8 Str Bs Iv,Maruti,2013,"1,65,000","25,000 Kms",Petrol
Hyundai Eon Era Plus,Hyundai,2014,"2,00,000","28,400 Kms",Petrol
Hyundai Eon,Hyundai,2014,"2,00,000","28,000 Kms",Petrol
Maruti Suzuki Swift Ldi,Maruti,2015,"4,25,000","42,000 Kms",Diesel
Maruti Suzuki Ertiga F,Maruti,Sale,"6,50,000","45,000 Kms",Petrol
Hyundai Verna 1.6 Crdi Sx Plus At,Hyundai,2012,"6,00,000","29,000 Kms",Diesel
Chevrolet Tavera Ls B3 10 Seats Bsii,Chevrolet,2005,"1,30,000","68,485 Kms",Diesel
Tata Tiago Revotron Xm,Tata,2018,"4,30,000","3,500 Kms",Petrol
Tata Tiago Revotorq Xz,Tata,2019,"5,68,500",0 Kms,Petrol
Tata Nexon,Tata,2019,Ask For Price,0 Kms,Petrol
Tata,Tata,Digo,Ask For Price,"45,000 Kms",Petrol
Maruti Suzuki Zen Lxi Bs Iii,Maruti,2006,"71,000","32,000 Kms",Petrol
Mahindra Kuv100 K8 D 6 Str,Mahindra,2018,"5,60,000","8,000 Kms",Diesel
Ford Ecosport Titanium 1.5 Tdci,Ford,2014,"5,90,000","34,000 Kms",Diesel
Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,"7,50,000","37,000 Kms",Petrol
Ford Fusion 1.4 Tdci Diesel,Ford,2007,"1,25,000","85,455 Kms",Diesel
Hyundai Santro Xing Xl At Erlx Euro Iii,Hyundai,2007,"1,35,000","46,000 Kms",Petrol
Hyundai Santro,Hyundai,2002,"60,000","47,000 Kms",Petrol
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,"1,20,000","64,000 Kms",Petrol
Ford Ikon 1.3 Flair Josh 100,Ford,2008,"95,000","46,000 Kms",Petrol
Maruti Suzuki Omni E 8 Str Bs Iv,Maruti,2017,"2,40,000","8,000 Kms",Petrol
Tata Indica V2 Ls,Tata,2012,"1,15,000","64,000 Kms",Diesel
Mahindra Scorpio S4,Mahindra,2015,"7,95,000","63,000 Kms",Diesel
Hyundai Santro Xing Xl Erlx Euro Iii,Hyundai,2007,"55,000","65,000 Kms",Petrol
Mahindra Xylo D2,Mahindra,2009,"3,00,000","62,000 Kms",Diesel
Hyundai Grand I10 Asta 1.2 Kappa Vtvt,Hyundai,2014,"3,20,000","41,000 Kms",Petrol
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"2,65,000","14,000 Kms",Petrol
Toyota Corolla,Toyota,2006,"1,60,000","40,000 Kms",Petrol
Hyundai Eon Magna,Hyundai,2017,"3,00,000","1,600 Kms",Petrol
Tata Sumo Grande Mkii Gx,Tata,2010,"1,30,000","90,000 Kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2011,"2,50,000","58,000 Kms",Diesel
Volkswagen Polo Highline1.2L P,Volkswagen,2013,"3,80,000","27,000 Kms",Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2003,"42,000","60,000 Kms",Petrol
Tata Tiago Revotron Xz,Tata,2017,"4,00,000","31,000 Kms",Petrol
Maruti Suzuki Swift Ldi,Maruti,2009,"1,20,000","90,000 Kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2009,"1,20,000","90,000 Kms",Diesel
Tata Indigo Ecs,Tata,2016,"1,30,000","1,50,000 Kms",Diesel
Chevrolet Beat Ls Diesel,Chevrolet,2014,"1,89,000","31,000 Kms",Diesel
2012 Tata Sumo Gold F,2012,Sell,"2,50,000","45,000 Kms",Petrol
Mahindra Xylo E8 Bs Iv,Mahindra,2011,"3,65,000","43,000 Kms",Diesel
Hyundai Eon D Lite Plus,Hyundai,2013,"1,70,000","20,000 Kms",Petrol
Well Mentained Tata Sumo,Well,D Ex,"3,80,000","45,000 Kms",Petrol
All Paper Updated Tata Indica V2 And U,All,N...,"1,45,000","45,000 Kms",Petrol
Maruti Ertiga Showroom Condition With,Maruti,E...,"4,80,000","45,000 Kms",Petrol
7 Seater Mahindra Bolero In Very Good,7,D...,Ask For Price,"45,000 Kms",Petrol
9 Seater Mahindra Bol,9,", Ac",Ask For Price,"45,000 Kms",Petrol
Scratch Less Tata I,Scratch,Go .,"1,40,000","45,000 Kms",Petrol
Maruti Suzuki Swift Dzire For Sale In,Maruti,D...,"3,60,000","45,000 Kms",Petrol
Commercial Chevrolet Beat For Sale In,Commercial,K...,"1,80,000","45,000 Kms",Petrol
Urgent Sell My Mahindra Qu,Urgent,O C4,"3,50,000","45,000 Kms",Petrol
Tata Sumo Gold Fx Bsiii,Tata,2013,"2,15,000","1,00,000 Kms",Petrol
Sell My Car Maruti Suzuki Swif,Sell,Zire,"3,00,000","45,000 Kms",Petrol
Maruti Suzuki Swift Dzire Good Car Fo,Maruti,O...,"3,10,000","45,000 Kms",Petrol
Hyunda,Hyundai,Cent,Ask For Price,"45,000 Kms",Petrol
Commercial Maruti Suzuki Alto Lxi 800,Commercial,...,Ask For Price,"45,000 Kms",Petrol
Urgent Sale Ta,Urgent,Sumo,"2,20,000","45,000 Kms",Petrol
Maruti Suzuki Alto Vxi T,Maruti,Cab,"95,000","45,000 Kms",Petrol
Tata,Tata,T Xe,Ask For Price,"45,000 Kms",Petrol
Tata Indi,Tata,Ev2,"1,10,000","45,000 Kms",Petrol
Tata Nano,Tata,2013,"60,000","7,000 Kms",Petrol
Hyundai Elite I20,Hyundai,2017,"5,99,999","31,000 Kms",Petrol
Hyundai I10 Magna 1.2 Kappa2,Hyundai,2009,"4,00,000","33,000 Kms",Petrol
Hyundai Creta,Hyundai,2016,"9,00,000","60,000 Kms",Diesel
Volkswagen Polo,Volkswagen,2013,"2,99,999","48,000 Kms",Diesel
Maruti Suzuki Dzire,Maruti,2014,"3,74,999","33,000 Kms",Petrol
Tata Bolt Xm Petrol,Tata,2015,"6,00,000","15,000 Kms",Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2005,"70,000","47,000 Kms",Petrol
Maruti Suzuki Alto,Maruti,2005,"1,00,000","40,000 Kms",Petrol
Hyundai Venue,Hyundai,2019,Ask For Price,"7,000 Kms",Diesel
Maruti Suzuki Ritz,Maruti,2010,"1,50,000","38,000 Kms",Diesel
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,25,000","12,500 Kms",Petrol
Maruti Suzuki Dzire,Maruti,2009,"2,10,000","42,000 Kms",Petrol
Renault Lodgy,Renault,2016,Ask For Price,"20,000 Kms",Diesel
Hyundai I20 Asta,Hyundai,2014,"4,25,000","31,000 Kms",Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008,"1,62,000","60,000 Kms",Diesel
Tata Indica V2 Dlx Bs Iii,Tata,2005,"60,000","80,000 Kms",Diesel
Mahindra Scorpio Vlx 2.2 Mhawk Airbag Bsiv,Mahindra,2014,"6,50,000","77,000 Kms",Diesel
Toyota Innova 2.5 E 8 Str,Toyota,2012,"7,50,000","75,000 Kms",Diesel
Mahindra Xylo E8,Mahindra,2010,"3,75,000","40,000 Kms",Diesel
Hyundai I20 Magna 1.2,Hyundai,2011,"2,30,000","47,000 Kms",Petrol
Maruti Suzuki Omni,Maruti,2000,"35,999","60,000 Kms",Petrol
Mahindra Kuv100,Mahindra,2016,"3,80,000","26,500 Kms",Petrol
Mahindra Kuv100 K8 6 Str,Mahindra,2019,"5,60,000","2,875 Kms",Petrol
Datsun Go Plus,Datsun,2016,"2,85,000","13,900 Kms",Petrol
Ford Endeavor 4X4 Thunder Plus,Ford,2019,"29,00,000","9,000 Kms",Diesel
Tata Indica V2,Tata,2005,"39,999","80,000 Kms",Diesel
Hyundai Santro Xing Gl,Hyundai,2006,"85,000","60,000 Kms",Petrol
Maruti Suzuki Wagon R 1.0 Vxi,Maruti,2016,"3,95,000","20,000 Kms",Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008,"1,75,000","58,000 Kms",Diesel
Maruti Suzuki Alto 800 Lx,Maruti,2019,"4,00,000","1,500 Kms",Petrol
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,"7,50,000","75,000 Kms",Diesel
Any Type Car Avaiabel Hare...Comercica,Any,R...,"1,70,000","45,000 Kms",Petrol
Maruti Suzuki Alto 800,Maruti,2016,"2,50,000","2,450 Kms",Petrol
Maruti Suzuki Alto Ax,Maruti,2019,"4,25,000","1,625 Kms",Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2019,Ask For Price,"1,500 Kms",Petrol
Volkswagen Polo Highline1.2L P,Volkswagen,2017,"5,25,000","45,000 Kms",Petrol
Mahindra Logan,Mahindra,2009,"1,30,000","65,000 Kms",Diesel
Maruti Suzuki 800 Std Bs Iii,Maruti,2000,"30,000","33,400 Kms",Petrol
Mahindra Scorpio,Mahindra,2011,"4,75,000","60,123 Kms",Diesel
Chevrolet Sail 1.2 Ls,Chevrolet,2013,"3,00,000","28,000 Kms",Petrol
Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,2015,Ask For Price,"38,900 Kms",Diesel
Hyundai Santro Ae Gls Audio,Hyundai,2003,"60,000","70,000 Kms",Petrol
Maruti Suzuki Wagon R Vxi Minor,Maruti,2006,"1,00,000","7,000 Kms",Petrol
Hyundai Eon,Hyundai,2018,"2,60,000","25,000 Kms",Petrol
Tata Manza,Tata,2015,"1,00,000","1,00,000 Kms",Diesel
Toyota Innova 2.0 G1 Petrol 8Seater,Toyota,2019,Ask For Price,"4,000 Kms",Petrol
Toyota Etios G,Toyota,2013,"2,65,000","42,000 Kms",Petrol
Toyota Qualis,Toyota,2003,"1,80,000","1,00,000 Kms",Diesel
Hyundai Santro Xing,Hyundai,2004,"45,000","1,37,495 Kms",Petrol
Tata Indica Ev2 Ls,Tata,2016,"50,500","91,200 Kms",Diesel
Honda City 1.5 S Mt,Honda,2009,"2,70,000","55,000 Kms",Petrol
Tata Zest Xe 75 Ps Diesel,Tata,2017,"2,90,000","1,20,000 Kms",Diesel
Mahindra Quanto C4,Mahindra,2013,"3,25,000","63,000 Kms",Diesel
Tata Indigo Ecs Lx Cr4 Bs Iv,Tata,2016,"1,60,000","1,04,000 Kms",Diesel
Maruti Suzuki Swift Dzire,Maruti,2016,"3,50,000","1,46,000 Kms",Diesel
Hyundai Elite I20,Hyundai,2011,"2,90,000","40,000 Kms",Petrol
Hyundai I20 Select Variant,Hyundai,2011,"2,90,000","40,000 Kms",Petrol
Chevrolet Tavera Neo,Chevrolet,2007,"4,65,000","1,00,800 Kms",Diesel
Maruti Suzuki Dzire,Maruti,2016,"3,25,000","1,50,000 Kms",Diesel
Hyundai Elite I20,Hyundai,2018,"5,10,000","2,100 Kms",Petrol
Honda City Vx Petrol,Honda,2016,"8,60,000","95,000 Kms",Petrol
Maruti Suzuki Dzire,Maruti,2016,"4,50,000","2,500 Kms",Diesel
Hyundai Getz,Hyundai,2006,"1,25,000","80,000 Kms",Petrol
Mercedes Benz C Class 200 K Mt,Mercedes,2006,"5,00,001","15,000 Kms",Petrol
Maruti Suzuki Alto Lxi Bs Iii,Maruti,2005,"95,000","65,000 Kms",Petrol
Skoda Fabia,Skoda,2009,"1,10,000","45,000 Kms",Petrol
Maruti Suzuki Alto 800 Select Variant,Maruti,2015,Ask For Price,"70,000 Kms",Petrol
Maruti Suzuki Ritz Vxi Abs,Maruti,2011,"2,70,000","50,000 Kms",Petrol
Tata Zest 2017 F,Tata,Sale,"4,50,000","45,000 Kms",Petrol
Tata Indica V2 Dle Bs Iii,Tata,2009,"1,10,000","30,000 Kms",Diesel
Toyota Corolla Altis,Toyota,2009,"3,00,000","1,32,000 Kms",Petrol
Ta,Tara,Zest,"3,10,000","45,000 Kms",Petrol
Tata Zest Xm Diesel,Tata,2018,"2,60,000","27,000 Kms",Diesel
Mahindra Quanto C8,Mahindra,2013,"3,90,000","40,000 Kms",Diesel
Honda Amaze 1.2 E I Vtec,Honda,2014,"1,80,000",Petrol,Petrol
Chevrolet Sail 1.2 Lt Abs,Chevrolet,2014,"1,60,000",Petrol,Petrol
